	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	4	4	4	4	4	5	5	5	5	5	6	6	6	6	6	7	7	7	7	7	8	8	8	8	8	9	9	9	9	9	10	10	10	10	10	11	11	11	11	11	12	12	12	12	12	13	13	13	13	13	14	14	14	14	14	15	15	15	15	15	16	16	16	16	16	17	17	17	17	17	18	18	18	18	18	19	19	19	19	19	20	20	20	20	20	21	21	21	21	21	22	22	22	22	22	23	23	23	23	23	24	24	24	24	24	25	25	25	25	25	26	26	26	26	26	27	27	27	27	27	28	28	28	28	28	29	29	29	29	29	30	30	30	30	30	31	31	31	31	31	32	32	32	32	32	33	33	33	33	33	34	34	34	34	34	35	35	35	35	35	36	36	36	36	36	37	37	37	37	37	38	38	38	38	38	39	39	39	39	39	40	40	40	40	40	41	41	41	41	41	42	42	42	42	42	43	43	43	43	43	44	44	44	44	44	45	45	45	45	45	46	46	46	46	46	47	47	47	47	47	48	48	48	48	48	49	49	49	49	49	50	50	50	50	50	51	51	51	51	51	52	52	52	52	52	53	53	53	53	53	54	54	54	54	54	55	55	55	55	55	56	56	56	56	56	57	57	57	57	57	58	58	58	58	58	59	59	59	59	59	60	60	60	60	60	61	61	61	61	61	62	62	62	62	62	63	63	63	63	63	64	64	64	64	64	65	65	65	65	65	66	66	66	66	66	67	67	67	67	67	68	68	68	68	68	69	69	69	69	69	70	70	70	70	70	71	71	71	71	71	72	72	72	72	72	73	73	73	73	73	74	74	74	74	74	75	75	75	75	75	76	76	76	76	76	77	77	77	77	77	78	78	78	78	78	79	79	79	79	79	80	80	80	80	80	81	81	81	81	81	82	82	82	82	82	83	83	83	83	83	84	84	84	84	84	85	85	85	85	85	86	86	86	86	86	87	87	87	87	87	88	88	88	88	88	89	89	89	89	89	90	90	90	90	90	91	91	91	91	91	92	92	92	92	92	93	93	93	93	93	94	94	94	94	94	95	95	95	95	95	96	96	96	96	96	97	97	97	97	97	98	98	98	98	98	99	99	99	99	99	100	100	100	100	100	101	101	101	101	101
	/m/02y1vz	/m/019rl6	/m/0289n8t	/m/0b2334	/m/03vgrr	/m/019rl6	/m/0289n8t	/m/0b2334	/m/03vgrr	/m/010qmszp	/m/0289n8t	/m/0b2334	/m/03vgrr	/m/010qmszp	/m/01yvs	/m/0b2334	/m/03vgrr	/m/010qmszp	/m/01yvs	/m/0f2nzn	/m/03vgrr	/m/010qmszp	/m/01yvs	/m/0f2nzn	/m/01yt8c	/m/010qmszp	/m/01yvs	/m/0f2nzn	/m/01yt8c	/m/01jp3	/m/01yvs	/m/0f2nzn	/m/01yt8c	/m/01jp3	/m/05ml4	/m/0f2nzn	/m/01yt8c	/m/01jp3	/m/05ml4	/m/0dj6p	/m/01yt8c	/m/01jp3	/m/05ml4	/m/0dj6p	/m/02r5_b	/m/01jp3	/m/05ml4	/m/0dj6p	/m/02r5_b	/m/014j1m	/m/05ml4	/m/0dj6p	/m/02r5_b	/m/014j1m	/m/01bg5t	/m/0dj6p	/m/02r5_b	/m/014j1m	/m/01bg5t	/m/07j87	/m/02r5_b	/m/014j1m	/m/01bg5t	/m/07j87	/m/07l9d	/m/014j1m	/m/01bg5t	/m/07j87	/m/07l9d	/m/0l6w2	/m/01bg5t	/m/07j87	/m/07l9d	/m/0l6w2	/m/01599	/m/07j87	/m/07l9d	/m/0l6w2	/m/01599	/m/07s28	/m/07l9d	/m/0l6w2	/m/01599	/m/07s28	/m/0fj52s	/m/0l6w2	/m/01599	/m/07s28	/m/0fj52s	/m/04bcff	/m/01599	/m/07s28	/m/0fj52s	/m/04bcff	/m/0296dr	/m/07s28	/m/0fj52s	/m/04bcff	/m/0296dr	/m/047mr6	/m/0fj52s	/m/04bcff	/m/0296dr	/m/047mr6	/m/027pcv	/m/04bcff	/m/0296dr	/m/047mr6	/m/027pcv	/m/01k_hc	/m/0296dr	/m/047mr6	/m/027pcv	/m/01k_hc	/m/0c1xzr	/m/047mr6	/m/027pcv	/m/01k_hc	/m/0c1xzr	/m/054hcy	/m/027pcv	/m/01k_hc	/m/0c1xzr	/m/054hcy	/m/05n4y	/m/01k_hc	/m/0c1xzr	/m/054hcy	/m/05n4y	/m/01qfl8	/m/0c1xzr	/m/054hcy	/m/05n4y	/m/01qfl8	/m/0fqtq	/m/054hcy	/m/05n4y	/m/01qfl8	/m/0fqtq	/m/02__zl	/m/05n4y	/m/01qfl8	/m/0fqtq	/m/02__zl	/m/07l4g	/m/01qfl8	/m/0fqtq	/m/02__zl	/m/07l4g	/m/02zqt3	/m/0fqtq	/m/02__zl	/m/07l4g	/m/02zqt3	/m/0fkw3	/m/02__zl	/m/07l4g	/m/02zqt3	/m/0fkw3	/m/06zts5l	/m/07l4g	/m/02zqt3	/m/0fkw3	/m/06zts5l	/m/080vl	/m/02zqt3	/m/0fkw3	/m/06zts5l	/m/080vl	/m/01dwsz	/m/0fkw3	/m/06zts5l	/m/080vl	/m/01dwsz	/m/016zpp	/m/06zts5l	/m/080vl	/m/01dwsz	/m/016zpp	/m/01f91_	/m/080vl	/m/01dwsz	/m/016zpp	/m/01f91_	/m/012mpq	/m/01dwsz	/m/016zpp	/m/01f91_	/m/012mpq	/m/0lnyz	/m/016zpp	/m/01f91_	/m/012mpq	/m/0lnyz	/m/01pr2g	/m/01f91_	/m/012mpq	/m/0lnyz	/m/01pr2g	/m/02zvsm	/m/012mpq	/m/0lnyz	/m/01pr2g	/m/02zvsm	/m/01r1wt	/m/0lnyz	/m/01pr2g	/m/02zvsm	/m/01r1wt	/m/01cz4w	/m/01pr2g	/m/02zvsm	/m/01r1wt	/m/01cz4w	/m/0kpqd	/m/02zvsm	/m/01r1wt	/m/01cz4w	/m/0kpqd	/m/07ckz	/m/01r1wt	/m/01cz4w	/m/0kpqd	/m/07ckz	/m/0m1gt	/m/01cz4w	/m/0kpqd	/m/07ckz	/m/0m1gt	/m/0l6jb	/m/0kpqd	/m/07ckz	/m/0m1gt	/m/0l6jb	/m/09qdd	/m/07ckz	/m/0m1gt	/m/0l6jb	/m/09qdd	/m/032lgr	/m/0m1gt	/m/0l6jb	/m/09qdd	/m/032lgr	/m/026xyy	/m/0l6jb	/m/09qdd	/m/032lgr	/m/026xyy	/m/0c8jf	/m/09qdd	/m/032lgr	/m/026xyy	/m/0c8jf	/m/052rh	/m/032lgr	/m/026xyy	/m/0c8jf	/m/052rh	/m/01cs49	/m/026xyy	/m/0c8jf	/m/052rh	/m/01cs49	/m/05zb4	/m/0c8jf	/m/052rh	/m/01cs49	/m/05zb4	/m/01ngsj	/m/052rh	/m/01cs49	/m/05zb4	/m/01ngsj	/m/0kpt_	/m/01cs49	/m/05zb4	/m/01ngsj	/m/0kpt_	/m/020h7v	/m/05zb4	/m/01ngsj	/m/0kpt_	/m/020h7v	/m/0bp_wy	/m/01ngsj	/m/0kpt_	/m/020h7v	/m/0bp_wy	/m/01y_2_	/m/0kpt_	/m/020h7v	/m/0bp_wy	/m/01y_2_	/m/04n3_8	/m/020h7v	/m/0bp_wy	/m/01y_2_	/m/04n3_8	/m/01kkd6	/m/0bp_wy	/m/01y_2_	/m/04n3_8	/m/01kkd6	/m/017dpx	/m/01y_2_	/m/04n3_8	/m/01kkd6	/m/017dpx	/m/04sg5	/m/04n3_8	/m/01kkd6	/m/017dpx	/m/04sg5	/m/01qfm2	/m/01kkd6	/m/017dpx	/m/04sg5	/m/01qfm2	/m/035bfz	/m/017dpx	/m/04sg5	/m/01qfm2	/m/035bfz	/m/04cym9	/m/04sg5	/m/01qfm2	/m/035bfz	/m/04cym9	/m/02bh6d	/m/01qfm2	/m/035bfz	/m/04cym9	/m/02bh6d	/m/01sbwk	/m/035bfz	/m/04cym9	/m/02bh6d	/m/01sbwk	/m/0277rq	/m/04cym9	/m/02bh6d	/m/01sbwk	/m/0277rq	/m/021fl7	/m/02bh6d	/m/01sbwk	/m/0277rq	/m/021fl7	/m/061273	/m/01sbwk	/m/0277rq	/m/021fl7	/m/061273	/m/05bx6n	/m/0277rq	/m/021fl7	/m/061273	/m/05bx6n	/m/03ywjz	/m/021fl7	/m/061273	/m/05bx6n	/m/03ywjz	/m/02qctq	/m/061273	/m/05bx6n	/m/03ywjz	/m/02qctq	/m/011xdj	/m/05bx6n	/m/03ywjz	/m/02qctq	/m/011xdj	/m/08gn1d	/m/03ywjz	/m/02qctq	/m/011xdj	/m/08gn1d	/m/084_y	/m/02qctq	/m/011xdj	/m/08gn1d	/m/084_y	/m/04tyk6	/m/011xdj	/m/08gn1d	/m/084_y	/m/04tyk6	/m/01qpbt	/m/08gn1d	/m/084_y	/m/04tyk6	/m/01qpbt	/m/02w9q6	/m/084_y	/m/04tyk6	/m/01qpbt	/m/02w9q6	/m/02_ybg	/m/04tyk6	/m/01qpbt	/m/02w9q6	/m/02_ybg	/m/05h45j	/m/01qpbt	/m/02w9q6	/m/02_ybg	/m/05h45j	/m/016gq4	/m/02w9q6	/m/02_ybg	/m/05h45j	/m/016gq4	/m/0207sy	/m/02_ybg	/m/05h45j	/m/016gq4	/m/0207sy	/m/05xnqg	/m/05h45j	/m/016gq4	/m/0207sy	/m/05xnqg	/m/0c8mb	/m/016gq4	/m/0207sy	/m/05xnqg	/m/0c8mb	/m/0b8pxt	/m/0207sy	/m/05xnqg	/m/0c8mb	/m/0b8pxt	/m/04ljg5	/m/05xnqg	/m/0c8mb	/m/0b8pxt	/m/04ljg5	/m/01bp2v	/m/0c8mb	/m/0b8pxt	/m/04ljg5	/m/01bp2v	/m/0djnbl	/m/0b8pxt	/m/04ljg5	/m/01bp2v	/m/0djnbl	/m/01kf5_	/m/04ljg5	/m/01bp2v	/m/0djnbl	/m/01kf5_	/m/016g4s	/m/01bp2v	/m/0djnbl	/m/01kf5_	/m/016g4s	/m/0m4tt	/m/0djnbl	/m/01kf5_	/m/016g4s	/m/0m4tt	/m/0cwzb7	/m/01kf5_	/m/016g4s	/m/0m4tt	/m/0cwzb7	/m/09jy30	/m/016g4s	/m/0m4tt	/m/0cwzb7	/m/09jy30	/m/04_y8b	/m/0m4tt	/m/0cwzb7	/m/09jy30	/m/04_y8b	/m/08pjw1	/m/0cwzb7	/m/09jy30	/m/04_y8b	/m/08pjw1	/m/03lp1_	/m/09jy30	/m/04_y8b	/m/08pjw1	/m/03lp1_	/m/01m3g2	/m/04_y8b	/m/08pjw1	/m/03lp1_	/m/01m3g2	/m/01s08d	/m/08pjw1	/m/03lp1_	/m/01m3g2	/m/01s08d	/m/02w3c7	/m/03lp1_	/m/01m3g2	/m/01s08d	/m/02w3c7	/m/027g73c	/m/01m3g2	/m/01s08d	/m/02w3c7	/m/027g73c	/m/01wc_w
date																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
2019-01-06	99	13	13	5	3	88	88	31	18	16	88	31	18	16	4	89	52	45	12	2	90	78	22	3	8	81	23	3	8	3	65	8	24	9	50	8	24	10	52	45	24	10	52	45	35	3	16	14	11	60	16	14	11	60	2	14	11	60	2	65	11	60	2	65	1	60	2	65	1	4	2	60	1	4	77	60	1	4	77	15	1	4	77	15	3	4	77	15	3	2	77	15	3	2	1	93	18	13	8	18	8	6	4	9	35	6	4	9	35	9	4	9	35	9	3	8	33	9	3	19	33	9	3	19	10	9	3	19	10	16	3	19	10	16	46	19	10	16	46	2	18	29	82	4	33	29	82	4	33	1	40	2	16	0	91	2	16	0	91	6	16	0	91	6	55	0	91	6	55	36	91	6	55	36	8	9	84	55	12	13	83	55	11	13	3	68	15	16	4	33	15	16	4	34	5	13	4	27	4	64	4	27	4	64	33	27	4	64	33	2	3	51	26	2	32	51	26	2	32	3	26	2	32	3	3	2	32	3	3	1	32	3	3	1	7	45	38	16	95	18	38	16	95	18	26	15	86	16	24	93	86	16	24	93	1	12	17	66	1	84	17	66	1	84	11	68	1	84	12	7	1	84	11	7	28	84	11	7	28	7	0	0	0	0	96	0	0	0	96	1	0	0	96	1	1	0	96	1	1	0	96	1	1	0	1	11	9	2	9	65	9	3	9	65	2	2	9	65	2	5	9	65	2	5	34	65	2	5	34	11	4	12	84	29	56	12	84	29	56	13	84	29	56	14	61	35	70	17	75	1	70	17	75	1	20	19	89	1	23	10	74	1	19	8	80	1	9	4	38	37	9	4	38	37	9	4	39	37	9	10	39	37	9	10	1	37	9	10	1	13	41	47	3	64	73	47	3	64	73	21	3	64	73	21	3	36	42	12	2	39	42	12	2	39	20	12	2	39	20	41	2	39	20	41	9	39	20	41	9	2	21	44	10	2	28	44	10	2	28	12	12	2	33	14	31	3	33	14	31	17	33	14	31	17	29	14	31	17	29	10	31	17	29	10	1	40	68	24	2	89	68	24	2	89	11	24	2	89	11	9	1	37	4	4	72	37	4	4	72	7	4	4	72	7	34	4	71	7	34	51	72	7	34	50	5	14	66	97	10	6
2019-01-13	100	13	13	5	3	85	83	31	18	16	83	31	18	16	4	88	50	44	12	1	86	77	21	3	8	80	22	3	8	3	64	8	23	10	50	8	24	10	51	46	24	10	51	46	35	3	16	15	11	61	16	15	11	61	2	15	11	61	2	64	11	61	2	64	1	61	2	64	1	4	2	59	1	4	79	59	1	4	79	16	1	4	78	16	3	4	79	16	3	2	79	16	3	2	1	96	16	13	8	17	8	6	4	8	35	6	4	8	35	9	4	8	35	9	3	8	34	9	3	19	34	9	3	19	11	9	3	19	11	15	3	19	11	15	46	19	11	15	46	2	19	26	81	4	35	26	81	4	35	1	40	2	17	0	93	2	17	0	93	7	17	0	93	7	55	0	93	7	55	38	93	7	55	38	7	10	83	57	11	13	81	58	11	13	3	71	13	16	4	34	13	16	4	34	5	13	4	28	4	71	4	28	4	71	32	28	4	71	32	3	3	56	25	2	33	56	25	2	33	3	25	2	33	3	3	2	33	3	3	1	33	3	3	1	6	48	36	19	93	17	36	19	93	17	32	17	84	16	29	95	84	16	29	95	2	11	21	67	1	83	21	67	1	83	15	67	1	83	15	8	1	83	15	8	28	83	15	8	28	7	0	0	0	0	95	0	0	0	95	1	0	0	95	1	1	0	95	1	1	0	95	1	1	0	1	9	8	3	9	60	8	3	8	60	2	3	9	60	2	5	9	60	2	5	35	60	2	5	35	10	4	11	87	25	60	12	88	25	59	12	87	25	60	13	61	31	74	17	75	1	74	17	75	1	19	18	86	1	23	10	74	1	19	8	87	0	9	4	42	39	9	4	42	39	8	4	42	40	8	9	42	40	8	9	1	40	8	9	1	13	39	45	4	60	80	45	4	60	80	19	4	60	80	19	2	34	46	11	1	40	46	11	1	40	23	11	1	40	23	41	1	40	23	41	9	40	23	41	9	2	25	45	9	2	28	45	9	2	28	11	11	2	32	12	30	3	34	13	30	19	34	13	30	19	34	13	30	19	34	10	30	19	34	10	2	45	80	24	4	89	80	24	4	89	10	24	4	89	10	8	2	37	4	3	69	37	4	3	69	6	4	3	69	6	34	4	70	6	33	48	69	6	34	48	4	12	66	92	9	7
2019-01-20	97	13	13	5	3	83	85	31	17	15	85	31	17	15	4	88	50	42	12	1	86	72	21	2	8	75	22	3	8	3	63	8	23	10	50	8	24	10	51	48	24	10	51	48	34	3	16	15	11	62	16	15	11	62	2	15	11	62	2	64	11	62	2	64	1	62	2	64	1	4	2	59	1	4	77	59	1	4	77	16	1	4	77	16	3	4	77	16	3	2	77	16	3	2	1	96	16	12	8	16	8	6	4	8	34	6	4	8	34	9	4	8	34	9	3	8	32	8	3	18	32	8	3	18	11	8	3	18	11	14	3	18	11	14	45	18	11	14	45	3	20	26	80	5	46	26	80	5	46	1	39	2	23	0	98	2	23	0	98	6	23	0	98	6	54	0	98	6	54	41	98	6	54	41	7	10	83	62	11	13	82	62	11	14	3	77	14	17	4	36	14	17	4	36	4	14	3	30	4	74	3	30	4	74	31	30	4	74	31	3	3	58	24	2	33	58	24	2	33	3	24	2	33	3	2	2	33	3	2	1	33	3	2	1	6	45	34	17	94	17	34	17	94	17	30	15	85	16	27	90	85	16	27	90	1	11	19	64	1	81	19	64	1	81	13	65	1	79	13	9	1	81	13	8	25	81	13	8	25	7	0	0	0	0	92	0	0	0	92	1	0	0	92	1	1	0	92	1	1	0	92	1	1	0	1	9	9	2	9	59	9	2	9	59	2	2	9	59	2	4	9	59	2	4	38	59	2	4	38	9	4	11	96	21	58	12	97	21	58	13	96	21	58	12	62	27	71	15	77	1	71	15	77	1	19	18	90	1	22	12	75	1	18	10	92	0	9	5	44	42	9	5	44	42	8	5	44	41	8	9	44	41	8	9	1	41	8	9	1	12	39	44	5	58	81	44	5	58	81	20	5	58	81	20	3	33	46	11	1	38	46	11	1	38	20	11	1	38	20	41	1	38	20	41	9	38	20	41	9	1	22	45	9	1	27	45	9	1	27	11	11	2	33	14	30	2	33	13	31	17	33	13	31	17	32	13	31	17	32	9	31	17	32	9	1	39	75	22	3	86	75	22	3	86	11	22	3	86	11	9	1	36	4	4	66	36	4	4	66	6	4	4	66	6	34	4	68	6	35	52	66	6	34	51	4	12	67	99	9	6
2019-01-27	96	13	13	5	3	85	87	30	18	15	87	30	18	15	4	86	51	41	13	2	88	72	22	3	8	75	23	3	8	4	66	10	23	11	49	10	23	11	50	50	23	11	50	50	34	4	16	16	11	60	16	16	11	60	2	16	11	60	2	63	11	60	2	63	1	60	2	63	1	4	2	58	1	4	78	58	1	4	78	16	1	4	78	16	3	4	78	16	3	2	78	16	3	2	1	100	17	12	8	16	8	6	4	8	32	6	4	8	33	9	4	8	33	9	3	8	31	9	3	18	31	9	3	18	11	9	3	18	11	15	3	18	11	15	44	18	11	15	44	3	20	27	78	5	38	27	78	5	38	1	38	2	19	0	99	2	19	0	99	6	19	0	99	6	55	0	99	6	55	40	99	6	55	40	7	9	83	61	11	16	81	61	11	16	3	76	14	20	4	32	14	20	4	33	5	17	4	27	4	74	4	27	4	74	32	27	4	74	32	3	3	58	25	2	33	58	25	2	33	3	25	2	33	3	2	2	33	3	2	1	33	3	2	1	7	46	36	18	97	20	36	18	97	20	28	16	88	18	25	91	88	18	25	91	1	13	18	65	1	77	18	65	1	77	13	64	1	77	14	8	1	77	13	8	27	77	13	8	27	7	0	0	0	0	93	0	0	0	93	1	0	0	93	1	1	0	93	1	1	0	93	1	1	0	1	9	8	2	9	61	8	2	9	60	2	2	9	61	2	4	9	61	2	4	39	61	2	4	39	9	4	11	98	23	59	11	98	22	58	13	98	23	59	13	63	28	72	16	78	1	72	16	78	1	19	19	90	1	22	12	77	1	19	10	90	0	9	5	44	40	9	5	44	40	8	5	43	40	8	10	43	40	8	10	1	40	8	10	1	12	39	47	4	59	83	47	4	59	83	22	4	59	83	22	3	34	48	12	2	37	48	12	2	37	22	12	2	37	22	38	2	37	22	38	9	37	22	38	9	2	24	42	10	3	27	42	10	3	27	11	12	3	32	13	28	3	32	14	28	17	32	14	28	17	31	14	28	17	31	10	28	17	31	10	1	41	74	24	2	84	74	24	2	84	11	24	2	84	11	9	1	35	4	4	65	35	4	4	65	7	4	4	65	7	33	4	64	7	33	46	65	7	33	48	4	14	64	92	8	7
2019-02-03	95	13	13	5	3	83	86	31	18	14	86	31	18	14	5	88	51	40	13	2	88	69	23	3	8	72	24	3	8	8	69	10	23	23	49	10	23	23	50	50	23	23	50	50	31	7	16	16	10	60	16	16	10	60	2	16	10	60	2	62	10	60	2	62	1	60	2	62	1	4	2	57	1	4	80	57	1	4	80	16	1	4	79	15	3	4	80	16	3	2	80	16	3	2	1	96	16	11	8	16	8	6	4	8	31	6	4	8	32	9	4	8	32	9	3	7	30	9	3	17	30	9	3	17	11	9	3	17	11	15	3	17	11	15	43	17	11	15	43	3	19	26	76	5	38	26	76	5	38	1	38	2	19	1	96	2	19	1	96	7	19	1	96	7	56	1	96	7	56	39	96	7	56	39	7	10	85	60	11	16	84	60	11	16	3	75	14	20	4	31	14	21	4	31	5	17	3	26	4	80	3	26	4	80	30	26	4	80	30	3	3	63	24	2	33	63	24	2	33	3	24	2	33	3	3	2	33	3	3	1	33	3	3	1	6	49	37	21	92	20	37	21	92	20	28	19	83	18	25	84	83	18	25	84	1	13	18	60	1	75	18	60	1	75	13	60	1	76	13	10	1	75	13	9	25	75	13	9	25	7	0	0	0	0	95	0	0	0	95	1	0	0	95	1	1	0	95	1	1	0	95	1	1	0	1	11	9	2	8	59	8	2	8	59	2	2	8	59	2	4	8	59	2	4	40	59	2	4	40	8	4	10	100	20	57	11	98	20	57	12	100	20	57	12	55	25	71	15	68	1	71	15	68	1	20	17	78	1	23	13	67	1	19	11	88	0	10	5	42	43	10	5	42	43	9	6	43	43	9	10	43	43	9	10	1	43	9	10	1	12	44	45	4	57	81	45	4	57	81	21	4	57	81	21	3	33	46	12	1	40	46	12	1	40	19	12	1	40	19	41	1	40	19	41	9	40	19	41	9	2	21	44	10	2	26	44	10	2	26	10	11	3	30	12	29	3	31	12	28	16	31	12	28	16	34	12	28	16	34	9	28	16	34	9	1	38	80	22	3	84	80	22	3	84	11	22	3	84	11	9	1	35	4	4	58	35	4	4	58	7	4	4	58	7	33	4	58	8	32	46	58	7	33	45	4	14	64	87	9	12
2019-02-10	97	13	13	5	3	84	87	31	18	15	87	31	18	15	5	88	51	41	13	2	89	71	23	3	8	75	24	3	8	3	70	9	24	9	50	9	25	9	51	47	25	9	51	47	30	3	16	15	9	60	16	15	9	60	2	15	9	60	2	63	9	60	2	63	1	60	2	63	1	4	2	58	1	4	78	58	1	4	78	15	1	4	77	15	2	4	78	15	3	2	78	15	3	2	1	94	15	12	8	19	7	6	4	9	31	6	4	9	31	9	4	9	31	9	3	9	30	9	3	17	30	9	3	17	11	9	3	17	11	14	3	17	11	14	42	17	11	14	42	3	20	25	74	5	41	25	74	5	41	1	36	3	20	0	95	3	20	0	95	7	20	0	95	7	54	0	95	7	54	41	95	7	54	41	8	11	83	63	12	15	81	62	11	15	3	78	14	18	4	31	14	18	4	31	5	15	4	26	4	85	4	26	4	85	30	26	4	85	30	3	3	67	23	2	33	67	23	2	33	3	23	2	33	3	2	2	33	3	2	2	33	3	2	2	7	50	33	24	95	19	33	24	95	19	48	22	86	17	44	96	86	17	44	96	1	12	31	68	1	76	31	68	1	76	13	70	1	75	13	10	1	76	13	10	26	76	13	10	26	7	0	0	0	0	94	0	0	0	94	1	0	0	94	1	1	0	94	1	1	0	94	1	1	0	1	20	8	3	8	60	8	3	9	61	2	3	8	60	2	4	8	60	2	4	38	60	2	4	38	9	4	10	94	23	58	10	92	23	58	13	94	23	58	13	58	28	71	16	72	1	71	16	72	1	21	18	83	1	24	13	71	1	21	11	91	0	10	5	44	48	10	5	44	48	9	5	44	49	9	9	44	49	9	9	1	49	9	9	1	12	41	41	4	59	79	41	4	59	79	23	4	59	79	23	3	34	45	13	2	41	45	13	2	41	20	13	2	41	20	41	2	41	20	41	9	41	20	41	9	2	21	45	9	2	24	45	9	2	24	10	10	3	29	12	30	2	29	12	31	17	29	12	31	17	28	12	31	17	28	10	31	17	28	10	1	41	66	24	2	83	66	24	2	83	10	24	2	83	10	9	1	34	4	4	80	34	4	4	80	7	4	4	80	7	34	4	78	7	36	46	80	7	34	47	5	13	67	91	10	7
